Order_ID,Order_Date,Customer_ID,Customer_Name,Product_Category,Product_Name,Region,Quantity,Unit_Price,Discount,Revenue,Profit,Sales_Channel
ORD-000896,2024-02-28,CUST-0042,Richard Jones,Office Supplies,Whiteboard Kit,Latin America,10,307.52,0.18,2521.66,476.7,Online
ORD-000897,2024-10-16,CUST-0449,Richard Miller,Food & Beverage,Organic Tea Set,North America,3,157.66,0.17,392.57,112.03,Retail Store
ORD-000898,2024-09-14,CUST-0448,William Wilson,Clothing,Corporate Polo,Latin America,18,128.04,0.05,2189.48,490.5,Online
ORD-000899,2022-11-25,CUST-0338,David Johnson,Electronics,Laptop Pro 15,Latin America,11,452.3,0.19,4029.99,1547.06,Online
ORD-000900,2024-10-04,CUST-0132,John Thomas,Clothing,Business Shirt,Europe,3,399.81,0.08,1103.48,422.48,Phone
ORD-000901,2024-02-21,CUST-0295,Jennifer Garcia,Food & Beverage,Coffee Beans 5lb,Asia Pacific,18,483.46,0.11,7745.03,2943.03,Partner
ORD-000902,2022-07-02,CUST-0133,Anna Miller,Electronics,Smart Watch,North America,11,372.88,0.23,3158.29,715.71,Online
ORD-000903,2024-02-18,CUST-0060,Jennifer Rodriguez,Food & Beverage,Bottled Water Case,Europe,19,371.09,0.08,6486.65,1770.74,Direct Sales
ORD-000904,2022-09-16,CUST-0098,Richard Jones,Clothing,Winter Jacket,Asia Pacific,17,335.23,0.15,4844.07,2024.94,Direct Sales
ORD-000905,2023-08-31,CUST-0005,Jennifer Johnson,Food & Beverage,Energy Drink Pack,Asia Pacific,8,254.92,0.11,1815.03,489.26,Retail Store
ORD-000906,2024-10-25,CUST-0075,Michael Williams,Electronics,4K Monitor,Asia Pacific,4,143.99,0.21,455.01,126.41,Direct Sales
ORD-000907,2022-05-01,CUST-0324,David Garcia,Furniture,Bookshelf Unit,Asia Pacific,11,84.82,0.18,765.08,149.63,Partner
ORD-000908,2024-03-13,CUST-0479,Robert Brown,Furniture,Executive Desk,Europe,10,492.35,0.16,4135.74,808.31,Partner
ORD-000909,2024-08-27,CUST-0012,John Martinez,Food & Beverage,Energy Drink Pack,Asia Pacific,12,381.28,0.1,4117.82,1200.95,Partner
ORD-000910,2022-07-19,CUST-0145,John Brown,Office Supplies,Ink Cartridge Set,Middle East,5,168.48,0.2,673.92,128.21,Partner
ORD-000911,2022-10-09,CUST-0028,Emily Thomas,Office Supplies,Whiteboard Kit,Europe,15,351.02,0.07,4896.73,1990.78,Phone
ORD-000912,2022-07-28,CUST-0112,Robert Garcia,Furniture,Executive Desk,Asia Pacific,5,194.51,0.25,729.41,179.56,Phone
ORD-000913,2023-01-03,CUST-0087,William Williams,Electronics,Laptop Pro 15,Asia Pacific,2,67.5,0.13,117.45,40.93,Partner
ORD-000914,2022-09-01,CUST-0223,Thomas Jones,Furniture,Bookshelf Unit,Europe,8,204.36,0.08,1504.09,407.84,Online
ORD-000915,2023-07-18,CUST-0089,David Martinez,Clothing,Business Shirt,Latin America,15,189.99,0.03,2764.35,1175.43,Partner
ORD-000916,2024-09-09,CUST-0251,Thomas Johnson,Food & Beverage,Snack Variety Pack,North America,9,349.93,0.02,3086.38,839.92,Phone
ORD-000917,2022-09-14,CUST-0197,Jennifer Anderson,Clothing,Winter Jacket,Asia Pacific,4,169.36,0.18,555.5,106.29,Phone
ORD-000918,2024-12-21,CUST-0276,Anna Rodriguez,Furniture,Bookshelf Unit,North America,16,41.33,0.21,522.41,150.61,Partner
ORD-000919,2023-01-04,CUST-0420,Emily Rodriguez,Electronics,Wireless Headphones,North America,1,281.81,0.2,225.45,93.13,Retail Store
ORD-000920,2023-06-10,CUST-0066,Richard Garcia,Food & Beverage,Snack Variety Pack,Europe,2,51.46,0.03,99.83,35.98,Online
ORD-000921,2023-05-24,CUST-0495,David Anderson,Food & Beverage,Snack Variety Pack,Latin America,10,32.62,0.24,247.91,44.28,Online
ORD-000922,2024-10-01,CUST-0151,Jessica Garcia,Food & Beverage,Energy Drink Pack,Europe,11,266.11,0.25,2195.41,756.02,Phone
ORD-000923,2023-05-01,CUST-0276,Anna Rodriguez,Food & Beverage,Snack Variety Pack,North America,2,102.16,0.07,190.02,38.04,Online
ORD-000924,2024-01-06,CUST-0491,Anna Smith,Furniture,Standing Desk,Middle East,9,72.96,0.16,551.58,235.91,Retail Store
ORD-000925,2024-07-23,CUST-0131,Robert Jones,Office Supplies,Whiteboard Kit,Europe,3,472.92,0.17,1177.57,197.76,Partner
ORD-000926,2023-01-30,CUST-0074,Lisa Williams,Food & Beverage,Snack Variety Pack,North America,12,286.18,0.16,2884.69,855.52,Direct Sales
ORD-000927,2024-02-16,CUST-0084,Maria Taylor,Clothing,Corporate Polo,Asia Pacific,1,482.37,0.06,453.43,167.3,Partner
ORD-000928,2023-11-06,CUST-0273,Thomas Williams,Electronics,4K Monitor,Latin America,3,187.78,0.08,518.27,190.74,Online
ORD-000929,2024-02-12,CUST-0445,Michael Miller,Furniture,Conference Table,North America,8,195.53,0.03,1517.31,261.45,Online
ORD-000930,2022-07-15,CUST-0090,Maria Miller,Food & Beverage,Bottled Water Case,Middle East,17,180.96,0.14,2645.64,966.72,Partner
ORD-000931,2023-10-14,CUST-0139,William Garcia,Food & Beverage,Coffee Beans 5lb,North America,13,98.53,0.2,1024.71,252.75,Retail Store
ORD-000932,2024-09-03,CUST-0404,Jennifer Rodriguez,Food & Beverage,Organic Tea Set,Middle East,19,72.51,0.0,1377.69,407.7,Partner
ORD-000933,2023-07-02,CUST-0080,Thomas Martinez,Furniture,Ergonomic Chair,Latin America,2,460.04,0.16,772.87,261.97,Phone
ORD-000934,2023-01-10,CUST-0399,Lisa Wilson,Furniture,Standing Desk,Latin America,15,493.26,0.2,5919.12,1771.78,Partner
ORD-000935,2022-06-28,CUST-0142,Sarah Brown,Clothing,Work Boots,Europe,10,209.19,0.08,1924.55,814.0,Direct Sales
ORD-000936,2022-04-28,CUST-0041,William Brown,Electronics,Wireless Headphones,North America,3,374.27,0.14,965.62,291.76,Retail Store
ORD-000937,2024-09-09,CUST-0448,William Wilson,Electronics,Tablet Air,Middle East,16,262.36,0.25,3148.32,577.96,Retail Store
ORD-000938,2023-01-25,CUST-0358,David Taylor,Electronics,Tablet Air,North America,1,359.94,0.18,295.15,66.44,Phone
ORD-000939,2024-07-07,CUST-0126,Jessica Johnson,Food & Beverage,Organic Tea Set,North America,6,340.52,0.22,1593.63,466.85,Phone
ORD-000940,2024-11-18,CUST-0116,Thomas Smith,Furniture,Executive Desk,Asia Pacific,12,476.72,0.11,5091.37,1712.08,Retail Store
ORD-000941,2022-08-30,CUST-0192,Robert Miller,Electronics,Smart Watch,Europe,10,156.6,0.07,1456.38,562.28,Phone
ORD-000942,2024-11-21,CUST-0378,Anna Thomas,Food & Beverage,Energy Drink Pack,Europe,2,468.35,0.22,730.63,142.83,Direct Sales
ORD-000943,2023-11-04,CUST-0030,Michael Taylor,Office Supplies,Printer Paper Pack,Middle East,10,183.41,0.0,1834.1,335.53,Partner
ORD-000944,2024-06-01,CUST-0096,Maria Wilson,Clothing,Safety Vest,North America,16,106.8,0.13,1486.66,268.26,Online
ORD-000945,2023-05-28,CUST-0211,Maria Thomas,Electronics,Tablet Air,North America,8,240.64,0.09,1751.86,596.77,Retail Store
ORD-000946,2024-06-17,CUST-0457,Maria Wilson,Furniture,Standing Desk,Asia Pacific,15,89.3,0.09,1218.94,389.83,Online
ORD-000947,2022-03-24,CUST-0184,John Thomas,Furniture,Executive Desk,Europe,5,203.33,0.19,823.49,147.98,Direct Sales
ORD-000948,2024-05-12,CUST-0083,John Davis,Furniture,Bookshelf Unit,Asia Pacific,16,279.56,0.2,3578.37,843.44,Online
ORD-000949,2022-08-13,CUST-0167,James Wilson,Clothing,Work Boots,Latin America,4,398.43,0.03,1545.91,536.07,Retail Store
ORD-000950,2022-01-17,CUST-0007,Thomas Rodriguez,Furniture,Executive Desk,Asia Pacific,14,245.29,0.07,3193.68,1358.0,Partner
ORD-000951,2023-01-18,CUST-0220,David Wilson,Furniture,Standing Desk,Europe,8,147.76,0.03,1146.62,425.33,Phone
ORD-000952,2022-07-31,CUST-0359,Anna Martinez,Furniture,Bookshelf Unit,Europe,17,309.44,0.05,4997.46,967.2,Partner
ORD-000953,2024-04-01,CUST-0323,Maria Martinez,Furniture,Ergonomic Chair,North America,2,144.19,0.05,273.96,111.27,Retail Store
ORD-000954,2024-02-18,CUST-0010,James Johnson,Food & Beverage,Snack Variety Pack,North America,14,267.24,0.18,3067.92,478.48,Online
ORD-000955,2024-11-10,CUST-0114,John Taylor,Office Supplies,Whiteboard Kit,Latin America,14,325.5,0.08,4192.44,1547.96,Online
ORD-000956,2022-04-08,CUST-0144,James Martinez,Office Supplies,Whiteboard Kit,Europe,6,30.04,0.01,178.44,40.43,Direct Sales
ORD-000957,2022-07-26,CUST-0109,Michael Thomas,Office Supplies,Whiteboard Kit,Asia Pacific,14,100.57,0.24,1070.06,364.81,Phone
ORD-000958,2022-09-24,CUST-0156,Robert Anderson,Electronics,Laptop Pro 15,North America,11,186.68,0.2,1642.78,373.11,Phone
ORD-000959,2023-07-20,CUST-0302,Maria Miller,Food & Beverage,Organic Tea Set,Asia Pacific,7,296.32,0.02,2032.76,849.88,Retail Store
ORD-000960,2023-01-26,CUST-0323,Maria Martinez,Food & Beverage,Coffee Beans 5lb,North America,7,355.28,0.23,1914.96,818.71,Phone
ORD-000961,2023-02-18,CUST-0280,Thomas Taylor,Food & Beverage,Bottled Water Case,Asia Pacific,18,363.18,0.01,6471.87,2540.13,Partner
ORD-000962,2024-07-07,CUST-0282,Thomas Garcia,Office Supplies,Desk Organizer,Asia Pacific,4,456.32,0.02,1788.77,580.1,Direct Sales
ORD-000963,2023-07-16,CUST-0477,Sarah Thomas,Food & Beverage,Coffee Beans 5lb,Europe,5,151.93,0.24,577.33,249.27,Phone
ORD-000964,2024-11-17,CUST-0498,Jessica Wilson,Furniture,Bookshelf Unit,Latin America,3,91.1,0.19,221.37,74.1,Phone
ORD-000965,2023-02-28,CUST-0400,John Rodriguez,Clothing,Winter Jacket,Middle East,6,11.76,0.14,60.68,16.53,Direct Sales
ORD-000966,2023-06-15,CUST-0005,Jennifer Johnson,Food & Beverage,Energy Drink Pack,Middle East,10,427.71,0.07,3977.7,1469.54,Phone
ORD-000967,2023-05-03,CUST-0061,Sarah Wilson,Furniture,Ergonomic Chair,North America,10,29.15,0.04,279.84,51.75,Phone
ORD-000968,2023-03-07,CUST-0475,James Taylor,Furniture,Conference Table,North America,18,66.93,0.16,1011.98,263.31,Retail Store
ORD-000969,2023-06-25,CUST-0498,Jessica Wilson,Office Supplies,Stapler Deluxe,North America,5,210.09,0.15,892.88,314.84,Phone
ORD-000970,2022-12-28,CUST-0030,Michael Taylor,Electronics,Smart Watch,Europe,9,486.09,0.13,3806.08,595.16,Direct Sales
ORD-000971,2023-02-27,CUST-0399,Lisa Wilson,Food & Beverage,Coffee Beans 5lb,Latin America,15,118.11,0.07,1647.63,453.92,Direct Sales
ORD-000972,2024-06-07,CUST-0414,John Davis,Clothing,Corporate Polo,Latin America,12,82.68,0.12,873.1,262.99,Retail Store
ORD-000973,2024-10-01,CUST-0236,John Jones,Furniture,Ergonomic Chair,Europe,6,327.31,0.01,1944.22,779.87,Phone
ORD-000974,2022-10-21,CUST-0091,David Martinez,Clothing,Work Boots,Europe,3,218.93,0.11,584.54,149.91,Online
ORD-000975,2022-07-24,CUST-0207,Anna Davis,Electronics,4K Monitor,Europe,13,198.16,0.03,2498.8,1114.3,Online
ORD-000976,2023-07-03,CUST-0426,David Miller,Electronics,Wireless Headphones,Europe,5,469.91,0.15,1997.12,423.95,Online
ORD-000977,2023-02-19,CUST-0005,Jennifer Johnson,Electronics,4K Monitor,Asia Pacific,5,245.41,0.14,1055.26,334.2,Online
ORD-000978,2023-05-15,CUST-0084,Maria Taylor,Office Supplies,Stapler Deluxe,Latin America,2,276.33,0.07,513.97,147.47,Retail Store
ORD-000979,2022-07-30,CUST-0011,Sarah Brown,Electronics,Laptop Pro 15,Middle East,17,444.36,0.1,6798.71,3056.95,Direct Sales
ORD-000980,2022-10-29,CUST-0115,Thomas Rodriguez,Electronics,Wireless Headphones,Latin America,12,331.13,0.06,3735.15,695.87,Partner
ORD-000981,2023-04-05,CUST-0197,Jennifer Anderson,Electronics,Tablet Air,Europe,4,478.67,0.07,1780.65,760.54,Online
ORD-000982,2022-11-06,CUST-0171,Emily Taylor,Electronics,Smart Watch,North America,6,220.03,0.08,1214.57,480.47,Online
ORD-000983,2023-12-15,CUST-0218,Anna Smith,Furniture,Conference Table,Middle East,4,142.84,0.12,502.8,170.58,Direct Sales
ORD-000984,2023-10-18,CUST-0136,Jennifer Brown,Electronics,Laptop Pro 15,Europe,5,201.39,0.18,825.7,176.98,Retail Store
ORD-000985,2023-07-25,CUST-0245,William Rodriguez,Electronics,Laptop Pro 15,Middle East,5,54.32,0.25,203.7,80.55,Partner
ORD-000986,2024-09-12,CUST-0198,Richard Rodriguez,Office Supplies,Stapler Deluxe,Latin America,14,304.85,0.16,3585.04,1464.61,Partner
ORD-000987,2024-10-15,CUST-0484,Michael Taylor,Furniture,Bookshelf Unit,Latin America,18,271.55,0.13,4252.47,865.71,Phone
ORD-000988,2023-03-26,CUST-0197,Jennifer Anderson,Electronics,4K Monitor,Latin America,3,125.24,0.0,375.72,57.04,Phone
ORD-000989,2022-08-14,CUST-0009,David Smith,Office Supplies,Desk Organizer,Latin America,2,456.57,0.09,830.96,162.2,Retail Store
ORD-000990,2024-05-12,CUST-0399,Lisa Wilson,Furniture,Conference Table,Latin America,8,113.26,0.06,851.72,192.4,Retail Store
ORD-000991,2024-02-01,CUST-0061,Sarah Wilson,Furniture,Bookshelf Unit,North America,2,353.69,0.17,587.13,251.21,Partner
ORD-000992,2024-01-19,CUST-0429,James Brown,Food & Beverage,Snack Variety Pack,North America,5,48.71,0.02,238.68,66.65,Retail Store
ORD-000993,2022-10-14,CUST-0417,Maria Anderson,Clothing,Corporate Polo,Europe,17,352.3,0.07,5569.86,1818.8,Partner
ORD-000994,2022-11-16,CUST-0173,Sarah Brown,Clothing,Business Shirt,Asia Pacific,2,441.77,0.01,874.7,196.51,Online
ORD-000995,2024-07-19,CUST-0258,Jessica Jones,Furniture,Executive Desk,Latin America,18,358.59,0.06,6067.34,1689.03,Partner
ORD-000996,2022-07-08,CUST-0157,Thomas Martinez,Furniture,Bookshelf Unit,Europe,17,195.0,0.24,2519.4,572.05,Direct Sales
ORD-000997,2023-01-12,CUST-0206,James Smith,Food & Beverage,Coffee Beans 5lb,Europe,18,306.49,0.02,5406.48,1309.84,Partner
ORD-000998,2022-04-22,CUST-0245,William Rodriguez,Office Supplies,Whiteboard Kit,Latin America,12,326.86,0.05,3726.2,1555.61,Retail Store
ORD-000999,2023-05-06,CUST-0040,Maria Smith,Office Supplies,Desk Organizer,Asia Pacific,10,89.75,0.03,870.57,336.41,Online
ORD-001000,2022-03-08,CUST-0006,William Anderson,Office Supplies,Ink Cartridge Set,Middle East,8,141.89,0.24,862.69,242.04,Retail Store
ORD-001001,2022-07-10,CUST-0289,Jennifer Williams,Clothing,Business Shirt,North America,10,14.15,0.09,128.77,47.04,Direct Sales
ORD-001002,2023-12-30,CUST-0204,John Smith,Food & Beverage,Snack Variety Pack,Asia Pacific,5,354.3,0.02,1736.07,569.11,Partner
ORD-001003,2022-02-18,CUST-0380,Lisa Miller,Food & Beverage,Coffee Beans 5lb,Middle East,19,400.07,0.12,6689.17,1266.64,Retail Store
ORD-001004,2022-06-11,CUST-0020,James Taylor,Office Supplies,Ink Cartridge Set,Europe,3,476.88,0.06,1344.8,518.16,Partner
ORD-001005,2024-12-07,CUST-0349,Sarah Miller,Furniture,Ergonomic Chair,Middle East,11,229.27,0.03,2446.31,887.39,Phone
ORD-001006,2023-03-04,CUST-0320,Maria Jones,Clothing,Business Shirt,Latin America,20,307.37,,4672.02,1307.84,Retail Store
ORD-001007,2022-06-28,CUST-0255,Sarah Anderson,Electronics,Laptop Pro 15,Europe,16,56.12,0.08,826.09,140.26,Direct Sales
ORD-001008,2023-12-25,CUST-0083,John Davis,Electronics,Smart Watch,Middle East,3,44.86,0.18,110.36,34.41,Direct Sales
ORD-001009,2024-09-26,CUST-0243,Jennifer Jones,Office Supplies,Whiteboard Kit,Europe,2,188.1,0.07,349.87,114.51,Online
ORD-001010,2023-10-05,CUST-0318,Jessica Rodriguez,Furniture,Bookshelf Unit,Asia Pacific,12,50.91,0.1,549.83,173.18,Phone
ORD-001011,2022-01-17,CUST-0450,Jennifer Williams,Electronics,4K Monitor,North America,5,428.0,0.07,1990.2,801.13,Retail Store
ORD-001012,2022-07-11,CUST-0205,Jennifer Garcia,Electronics,Wireless Headphones,Latin America,12,238.28,0.16,2401.86,432.24,Partner
ORD-001013,2024-03-23,CUST-0239,Thomas Brown,Electronics,Laptop Pro 15,Europe,14,107.74,0.08,1387.69,492.37,Online
ORD-001014,2023-07-25,CUST-0310,Sarah Smith,Clothing,Corporate Polo,Latin America,15,28.76,0.04,414.14,127.97,Online
ORD-001015,2024-02-18,CUST-0328,Maria Miller,Furniture,Conference Table,Middle East,2,468.87,0.09,853.34,273.89,Online
ORD-001016,2024-05-16,CUST-0243,Jennifer Jones,Furniture,Executive Desk,Europe,9,133.51,0.04,1153.53,470.04,Online
ORD-001017,2024-05-09,CUST-0141,Lisa Johnson,Clothing,Business Shirt,Asia Pacific,17,114.91,0.22,1523.71,601.52,Partner
ORD-001018,2022-12-03,CUST-0028,Emily Thomas,Electronics,Tablet Air,Asia Pacific,7,181.15,0.1,1141.24,350.76,Direct Sales
ORD-001019,2024-03-07,CUST-0353,Anna Martinez,Furniture,Bookshelf Unit,Asia Pacific,1,284.85,0.22,222.18,86.75,Phone
ORD-001020,2023-10-11,CUST-0371,Maria Thomas,Food & Beverage,Organic Tea Set,Europe,1,83.75,0.11,74.54,30.24,Direct Sales
ORD-001021,2024-12-02,CUST-0443,Anna Brown,Office Supplies,Printer Paper Pack,Latin America,1,494.24,0.24,375.62,72.43,Direct Sales
ORD-001022,2023-03-24,CUST-0325,Jennifer Taylor,Clothing,Work Boots,North America,7,215.89,0.14,1299.66,520.08,Online
ORD-001023,2022-01-30,CUST-0194,Michael Taylor,Furniture,Conference Table,Europe,12,408.75,0.0,4905.0,887.82,Retail Store
ORD-001024,2024-04-20,CUST-0258,Jessica Jones,Electronics,Tablet Air,Latin America,12,182.58,0.14,1884.23,552.17,Partner
ORD-001025,2024-05-27,CUST-0392,Sarah Williams,Office Supplies,Printer Paper Pack,Europe,12,96.68,0.15,986.14,283.19,Partner
ORD-001026,2022-07-23,CUST-0196,Michael Miller,Office Supplies,Whiteboard Kit,Asia Pacific,3,404.91,0.03,1178.29,300.6,Phone
ORD-001027,2022-07-24,CUST-0316,William Rodriguez,Clothing,Business Shirt,Latin America,15,256.65,0.2,3079.8,768.99,Phone
ORD-001028,2024-02-20,CUST-0437,Emily Jones,Clothing,Corporate Polo,Europe,4,105.82,0.12,372.49,153.71,Partner
ORD-001029,2024-02-07,CUST-0496,Sarah Johnson,Clothing,Winter Jacket,Latin America,8,258.7,0.07,1924.73,485.79,Online
ORD-001030,2022-03-08,CUST-0158,Anna Davis,Clothing,Corporate Polo,North America,1,22.86,0.2,18.29,3.62,Partner
ORD-001031,2024-05-30,CUST-0266,Robert Wilson,Food & Beverage,Bottled Water Case,Asia Pacific,8,282.31,0.1,2032.63,538.89,Retail Store
ORD-001032,2024-03-10,CUST-0202,Sarah Smith,Electronics,4K Monitor,Latin America,6,207.53,0.08,1145.57,461.05,Retail Store
ORD-001033,2024-03-13,CUST-0119,Maria Garcia,Electronics,Wireless Headphones,Middle East,9,420.3,0.04,3631.39,1282.89,Online
ORD-001034,2022-11-10,CUST-0048,Emily Williams,Electronics,Laptop Pro 15,Latin America,1,312.87,0.14,269.07,42.59,Online
ORD-001035,2024-01-04,CUST-0293,Robert Miller,Clothing,Business Shirt,Europe,6,127.46,0.22,596.51,215.29,Partner
ORD-001036,2023-07-18,CUST-0275,Jessica Garcia,Furniture,Bookshelf Unit,Asia Pacific,3,468.14,0.16,1179.71,304.94,Online
ORD-001037,2022-09-09,CUST-0297,Richard Wilson,Electronics,Laptop Pro 15,Latin America,4,79.5,0.07,295.74,,Phone
ORD-001038,2022-07-26,CUST-0040,Maria Smith,Clothing,Safety Vest,Europe,16,399.77,0.1,5756.69,1750.29,Partner
ORD-001039,2023-10-05,CUST-0321,Robert Martinez,Electronics,Wireless Headphones,Latin America,15,406.19,0.04,5849.14,2614.32,Partner
ORD-001040,2023-12-04,CUST-0092,Lisa Rodriguez,Food & Beverage,Organic Tea Set,North America,12,247.12,0.15,2520.62,721.04,Online
ORD-001041,2022-03-02,CUST-0082,Sarah Williams,Food & Beverage,Bottled Water Case,North America,18,21.29,0.13,333.4,134.79,Retail Store
ORD-001042,2023-11-02,CUST-0444,Lisa Brown,Office Supplies,Printer Paper Pack,Europe,5,117.68,0.18,482.49,81.08,Online
ORD-001043,2023-12-15,CUST-0138,David Wilson,Office Supplies,Whiteboard Kit,Europe,18,329.44,0.12,5218.33,1081.74,Online
ORD-001044,2022-12-21,CUST-0224,Sarah Wilson,Food & Beverage,Energy Drink Pack,Europe,7,346.66,0.22,1892.76,692.14,Direct Sales
ORD-001045,2022-12-06,CUST-0202,Sarah Smith,Electronics,4K Monitor,Middle East,7,477.34,0.12,2940.41,544.4,Direct Sales
ORD-001046,2022-08-09,CUST-0217,Sarah Martinez,Food & Beverage,Bottled Water Case,Asia Pacific,20,197.69,0.05,3756.11,1292.57,Phone
ORD-001047,2024-11-13,CUST-0460,Robert Smith,Electronics,Tablet Air,Europe,9,297.57,0.07,2490.66,503.1,Online
ORD-001048,2022-08-23,CUST-0331,James Anderson,Food & Beverage,Bottled Water Case,Latin America,6,406.43,0.11,2170.34,855.6,Online
ORD-001049,2022-10-25,CUST-0126,Jessica Johnson,Electronics,Wireless Headphones,Asia Pacific,11,69.93,0.08,707.69,316.15,Direct Sales
ORD-001050,2023-04-22,CUST-0169,Maria Smith,Furniture,Bookshelf Unit,Middle East,18,42.46,0.07,710.78,274.61,Direct Sales
ORD-001051,2022-06-03,CUST-0112,Robert Garcia,Electronics,4K Monitor,Asia Pacific,19,447.41,0.11,7565.7,1688.21,Phone
ORD-001052,2024-10-08,CUST-0163,William Miller,Office Supplies,Ink Cartridge Set,Europe,16,32.93,0.07,490.0,202.97,Online
ORD-001053,2024-02-24,CUST-0232,James Davis,Furniture,Standing Desk,Asia Pacific,8,292.44,0.07,2175.75,558.95,Phone
ORD-001054,2022-09-26,CUST-0439,Jessica Thomas,Food & Beverage,Coffee Beans 5lb,Latin America,13,28.13,0.13,318.15,92.82,Direct Sales
ORD-001055,2024-04-30,CUST-0173,Sarah Brown,Electronics,Laptop Pro 15,Latin America,10,144.59,0.19,1171.18,386.37,Online
ORD-001056,2024-03-16,CUST-0285,Maria Garcia,Office Supplies,Whiteboard Kit,Middle East,10,351.26,0.11,3126.21,610.86,Online
ORD-001057,2022-03-01,CUST-0496,Sarah Johnson,Electronics,Smart Watch,Middle East,8,33.44,0.0,267.52,111.95,Online
ORD-001058,2023-01-27,CUST-0166,Jessica Anderson,Clothing,Corporate Polo,Europe,12,409.91,0.13,4279.46,1919.41,Online
ORD-001059,2022-04-09,CUST-0353,Anna Martinez,Electronics,Smart Watch,North America,10,46.77,0.08,430.28,114.53,Online
ORD-001060,2024-08-01,CUST-0416,Michael Davis,Clothing,Safety Vest,Europe,4,71.88,0.22,224.27,50.26,Retail Store
ORD-001061,2024-12-16,CUST-0455,Anna Martinez,Clothing,Winter Jacket,North America,8,293.16,0.17,1946.58,305.8,Phone
ORD-001062,2023-08-30,CUST-0165,David Davis,Clothing,Corporate Polo,North America,3,182.97,0.21,433.64,163.61,Direct Sales
ORD-001063,2022-05-04,CUST-0332,David Smith,Furniture,Executive Desk,North America,7,16.43,0.05,109.26,22.34,Partner
ORD-001064,2024-12-16,CUST-0097,Thomas Rodriguez,Clothing,Business Shirt,Asia Pacific,17,430.64,0.19,5929.91,2113.73,Retail Store
ORD-001065,2023-03-25,CUST-0233,Anna Martinez,Furniture,Standing Desk,North America,12,198.93,0.11,2124.57,560.58,Retail Store
ORD-001066,2024-05-16,CUST-0104,Thomas Anderson,Clothing,Corporate Polo,North America,6,346.27,0.24,1578.99,437.11,Direct Sales
ORD-001067,2023-05-08,CUST-0053,William Johnson,Furniture,Bookshelf Unit,North America,1,448.11,0.05,425.7,187.91,Online
ORD-001068,2022-08-31,CUST-0339,William Garcia,Food & Beverage,Energy Drink Pack,Asia Pacific,18,51.19,0.11,820.06,331.97,Direct Sales
ORD-001069,2024-06-22,CUST-0258,Jessica Jones,Clothing,Work Boots,Asia Pacific,9,191.19,0.01,1703.5,571.09,Online
ORD-001070,2024-04-04,CUST-0476,James Brown,Clothing,Corporate Polo,Asia Pacific,6,301.08,0.13,1571.64,474.5,Retail Store
ORD-001071,2023-03-26,CUST-0222,John Garcia,Electronics,Laptop Pro 15,Europe,4,36.04,0.01,142.72,52.83,Online
ORD-001072,2024-04-08,CUST-0034,Maria Rodriguez,Food & Beverage,Coffee Beans 5lb,Asia Pacific,13,202.51,0.05,2501.0,507.15,Retail Store
ORD-001073,2023-02-21,CUST-0355,John Thomas,Office Supplies,Whiteboard Kit,Europe,12,322.08,0.18,3169.27,1152.37,Retail Store
ORD-001074,2024-09-03,CUST-0002,James Anderson,Electronics,Wireless Headphones,Middle East,10,427.76,0.17,3550.41,1416.37,Phone
ORD-001075,2024-07-21,CUST-0349,Sarah Miller,Electronics,Wireless Headphones,Europe,5,481.5,0.17,1998.22,642.67,Direct Sales
ORD-001076,2022-01-20,CUST-0011,Sarah Brown,Furniture,Conference Table,North America,20,182.55,0.12,3212.88,1444.83,Retail Store
ORD-001077,2022-02-05,CUST-0448,William Wilson,Furniture,Bookshelf Unit,North America,19,343.22,0.07,6064.7,2313.77,Online
ORD-001078,2023-09-16,CUST-0258,Jessica Jones,Furniture,Ergonomic Chair,North America,11,231.78,0.18,2090.66,320.0,Online
ORD-001079,2022-01-28,CUST-0132,John Thomas,Clothing,Safety Vest,Asia Pacific,12,157.56,0.08,1739.46,512.53,Partner
ORD-001080,2024-11-29,CUST-0340,Anna Garcia,Food & Beverage,Energy Drink Pack,North America,1,82.47,0.1,74.22,28.49,Direct Sales
ORD-001081,2024-06-01,CUST-0073,David Wilson,Office Supplies,Whiteboard Kit,North America,12,111.09,0.02,1306.42,227.06,Retail Store
ORD-001082,2024-12-15,CUST-0194,Michael Taylor,Electronics,Smart Watch,Middle East,6,140.0,0.17,697.2,128.01,Partner
ORD-001083,2023-01-26,CUST-0201,Sarah Jones,Food & Beverage,Energy Drink Pack,Asia Pacific,2,293.96,0.18,482.09,96.3,Direct Sales
ORD-001084,2023-08-14,CUST-0063,Richard Taylor,Clothing,Winter Jacket,Middle East,4,485.04,0.12,1707.34,417.17,Direct Sales
ORD-001085,2022-11-30,CUST-0239,Thomas Brown,Furniture,Standing Desk,Asia Pacific,10,248.54,0.02,2435.69,880.7,Phone
ORD-001086,2022-09-10,CUST-0233,Anna Martinez,Electronics,Wireless Headphones,Asia Pacific,2,249.3,0.0,498.6,171.68,Phone
ORD-001087,2023-12-19,CUST-0428,Lisa Miller,Electronics,Laptop Pro 15,Asia Pacific,10,394.78,0.13,3434.59,557.92,Retail Store
ORD-001088,2023-02-07,CUST-0288,David Martinez,Furniture,Executive Desk,Asia Pacific,14,296.76,0.02,4071.55,1564.87,Retail Store
ORD-001089,2024-03-28,CUST-0243,Jennifer Jones,Office Supplies,Ink Cartridge Set,Latin America,4,447.59,0.23,1378.58,373.44,Partner
